"Entry"	"Entry.name"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"
"A0A0D9RP19"	"A0A0D9RP19_CHLSB"	"unreviewed"	"Hyaluronidase (EC 3.2.1.35)"	"HYAL1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"450"
"A0A0D9RNQ9"	"A0A0D9RNQ9_CHLSB"	"unreviewed"	"La ribonucleoprotein 4B"	"LARP4B"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"393"
"A0A0D9RNH2"	"A0A0D9RNH2_CHLSB"	"unreviewed"	"Uncharacterized protein"	"SRSF6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"343"
"A0A0D9RQ38"	"A0A0D9RQ38_CHLSB"	"unreviewed"	"Exportin 1"	"XPO1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1071"
"A0A0D9RQ93"	"A0A0D9RQ93_CHLSB"	"unreviewed"	"Galectin"	"LGALS3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"248"
"A0A0D9RNV0"	"A0A0D9RNV0_CHLSB"	"unreviewed"	"Mitochondrial translational initiation factor 2"	"MTIF2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"727"
"A0A0D9RQ20"	"A0A0D9RQ20_CHLSB"	"unreviewed"	"Uncharacterized protein"	"KTN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1329"
"A0A0D9RPK5"	"A0A0D9RPK5_CHLSB"	"unreviewed"	"RNA binding motif protein 6"	"RBM6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1039"
"A0A0D9RQ19"	"A0A0D9RQ19_CHLSB"	"unreviewed"	"Diadenosine tetraphosphate synthetase (EC 6.1.1.14) (Glycine--tRNA ligase)"	"GARS1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"738"
"A0A0D9RNM3"	"A0A0D9RNM3_CHLSB"	"unreviewed"	"Reticulon"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"199"
"A0A0D9RP52"	"A0A0D9RP52_CHLSB"	"unreviewed"	"Uncharacterized protein"	"TOMM34"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"309"
"A0A0D9RP68"	"A0A0D9RP68_CHLSB"	"unreviewed"	"Spectrin alpha, non-erythrocytic 1"	"SPTAN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2477"
"A0A0D9RPJ5"	"A0A0D9RPJ5_CHLSB"	"unreviewed"	"Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"166"
"A0A0D9RNX8"	"A0A0D9RNX8_CHLSB"	"unreviewed"	"Chromobox 3"	"CBX3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"186"
"A0A0D9RQG6"	"A0A0D9RQG6_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"140"
"A0A0D9RQC0"	"A0A0D9RQC0_CHLSB"	"unreviewed"	"Malate dehydrogenase (EC 1.1.1.37)"	"MDH1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"334"
"A0A0D9RPM3"	"A0A0D9RPM3_CHLSB"	"unreviewed"	"Proteasome subunit alpha type (EC 3.4.25.1)"	"PSMA3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"255"
"A0A0D9RNS1"	"A0A0D9RNS1_CHLSB"	"unreviewed"	"Alpha-2-HS-glycoprotein (Fetuin-A)"	"AHSG"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"367"
"A0A0D9RPE9"	"A0A0D9RPE9_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"378"
"A0A0D9RPF0"	"A0A0D9RPF0_CHLSB"	"unreviewed"	"RAB2A, member RAS oncogene family"	"RAB2A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"212"
"A0A0D9RS65"	"A0A0D9RS65_CHLSB"	"unreviewed"	"IF rod domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"460"
"A0A0D9RRU2"	"A0A0D9RRU2_CHLSB"	"unreviewed"	"GlcNAc kinase (EC 2.7.1.59) (N-acetyl-D-glucosamine kinase)"	"NAGK"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"344"
"A0A0D9RSS8"	"A0A0D9RSS8_CHLSB"	"unreviewed"	"Bromodomain adjacent to zinc finger domain 1A"	"BAZ1A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1558"
"A0A0D9RSE1"	"A0A0D9RSE1_CHLSB"	"unreviewed"	"Biliverdin reductase A (BVR A) (EC 1.3.1.24)"	"BLVRA"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"296"
"A0A0D9RRJ6"	"A0A0D9RRJ6_CHLSB"	"unreviewed"	"TIA1 cytotoxic granule associated RNA binding protein"	"TIA1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"386"
"A0A0D9RSW7"	"A0A0D9RSW7_CHLSB"	"unreviewed"	"Mitochondrial ribosomal protein S2"	"MRPS2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"295"
"A0A0D9RQP9"	"A0A0D9RQP9_CHLSB"	"unreviewed"	"Dynein cytoplasmic 1 intermediate chain 2"	"DYNC1I2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"640"
"A0A0D9RRI0"	"A0A0D9RRI0_CHLSB"	"unreviewed"	"Dihydrofolate reductase (EC 1.5.1.3)"	"DHFR"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"187"
"A0A0D9RQZ1"	"A0A0D9RQZ1_CHLSB"	"unreviewed"	"40S ribosomal protein S23"	"RPS23"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"143"
"A0A0D9RRB0"	"A0A0D9RRB0_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"350"
"A0A0D9RSK8"	"A0A0D9RSK8_CHLSB"	"unreviewed"	"Transcription factor BTF3"	"BTF3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"206"
"A0A0D9RRU6"	"A0A0D9RRU6_CHLSB"	"unreviewed"	"Surfeit locus protein 4"	"SURF4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"269"
"A0A0D9RR39"	"A0A0D9RR39_CHLSB"	"unreviewed"	"Fermitin family member 2"	"FERMT2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"507"
"A0A0D9RSW2"	"A0A0D9RSW2_CHLSB"	"unreviewed"	"Transportin 1"	"TNPO1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"898"
"A0A0D9RSI2"	"A0A0D9RSI2_CHLSB"	"unreviewed"	"U6 snRNA-associated Sm-like protein LSm1"	"LSM1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"133"
"A0A0D9RSV8"	"A0A0D9RSV8_CHLSB"	"unreviewed"	"Mannosyl-oligosaccharide glucosidase"	"MOGS"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"837"
"A0A0D9RSH2"	"A0A0D9RSH2_CHLSB"	"unreviewed"	"Uncharacterized protein"	"DBNL"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"436"
"A0A0D9RR51"	"A0A0D9RR51_CHLSB"	"unreviewed"	"AAA domain-containing protein"	"PSMC6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"403"
"A0A0D9RRQ6"	"A0A0D9RRQ6_CHLSB"	"unreviewed"	"Glutaminyl-tRNA synthetase (EC 6.1.1.18)"	"QARS1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"775"
"A0A0D9S9T8"	"A0A0D9S9T8_CHLSB"	"unreviewed"	"Small nuclear ribonucleoprotein G (snRNP-G)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"76"
"A0A0D9RSB5"	"A0A0D9RSB5_CHLSB"	"unreviewed"	"Protein transport protein SEC23"	"SEC23A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"765"
"A0A0D9RR92"	"A0A0D9RR92_CHLSB"	"unreviewed"	"Voltage-dependent anion-selective channel protein 3"	"VDAC3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"284"
"A0A0D9RQK6"	"A0A0D9RQK6_CHLSB"	"unreviewed"	"Actin-related protein 2"	"ACTR2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"399"
"A0A0D9RRU1"	"A0A0D9RRU1_CHLSB"	"unreviewed"	"Surfeit 2"	"SURF2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"256"
"A0A0D9RRL0"	"A0A0D9RRL0_CHLSB"	"unreviewed"	"Ribose-phosphate diphosphokinase (EC 2.7.6.1)"	"PRPS2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"318"
"A0A0D9RRR2"	"A0A0D9RRR2_CHLSB"	"unreviewed"	"Small RNA binding exonuclease protection factor La"	"SSB"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"456"
"A0A0D9RR49"	"A0A0D9RR49_CHLSB"	"unreviewed"	"Uncharacterized protein"	"STAU1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"496"
"A0A0D9RSS9"	"A0A0D9RSS9_CHLSB"	"unreviewed"	"WD repeat domain 5"	"WDR5"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"334"
"A0A0D9RS82"	"A0A0D9RS82_CHLSB"	"unreviewed"	"T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta)"	"CCT7"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"542"
"A0A0D9RQY7"	"A0A0D9RQY7_CHLSB"	"unreviewed"	"Proteasome subunit alpha type (EC 3.4.25.1)"	"PSMA4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"261"
"A0A0D9RSY2"	"A0A0D9RSY2_CHLSB"	"unreviewed"	"Methylcrotonoyl-CoA carboxylase 2"	"MCCC2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"563"
"A0A0D9RRR7"	"A0A0D9RRR7_CHLSB"	"unreviewed"	"Uncharacterized protein"	"NEMF"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1077"
"A0A0D9RQR8"	"A0A0D9RQR8_CHLSB"	"unreviewed"	"DNA-dependent protein kinase catalytic subunit (EC 2.7.11.1)"	"PRKDC"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"4131"
"A0A0D9RRZ6"	"A0A0D9RRZ6_CHLSB"	"unreviewed"	"RBR-type E3 ubiquitin transferase (EC 2.3.2.31)"	"ARIH2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"493"
"A0A0D9RRM3"	"A0A0D9RRM3_CHLSB"	"unreviewed"	"Tr-type G domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1120"
"A0A0D9RQM6"	"A0A0D9RQM6_CHLSB"	"unreviewed"	"WD_REPEATS_REGION domain-containing protein"	"RBBP7"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"425"
"A0A0D9RRC2"	"A0A0D9RRC2_CHLSB"	"unreviewed"	"Annexin"	"ANXA4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"321"
"A0A0D9RSX6"	"A0A0D9RSX6_CHLSB"	"unreviewed"	"Microtubule associated protein 1B"	"MAP1B"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2468"
"A0A0D9RR11"	"A0A0D9RR11_CHLSB"	"unreviewed"	"Septin-7"	"SEPTIN7"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"384"
"A0A0D9RQW7"	"A0A0D9RQW7_CHLSB"	"unreviewed"	"RNA helicase (EC 3.6.4.13)"	"YTHDC2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1430"
"A0A0D9RR42"	"A0A0D9RR42_CHLSB"	"unreviewed"	"Chromosome segregation 1-like protein (Exportin-2) (Importin-alpha re-exporter)"	"CSE1L"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"971"
"A0A0D9RRV1"	"A0A0D9RRV1_CHLSB"	"unreviewed"	"Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)"	"IMPDH IMPDH2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"514"
"A0A0D9RRD7"	"A0A0D9RRD7_CHLSB"	"unreviewed"	"Uncharacterized protein"	"RHOA"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"193"
"A0A0D9RQL6"	"A0A0D9RQL6_CHLSB"	"unreviewed"	"Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48)"	"HAT1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"419"
"A0A0D9RS87"	"A0A0D9RS87_CHLSB"	"unreviewed"	"Pinin"	"PNN"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"721"
"A0A0D9RSF3"	"A0A0D9RSF3_CHLSB"	"unreviewed"	"Cell division cycle 40"	"CDC40"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"579"
"A0A0D9RRD3"	"A0A0D9RRD3_CHLSB"	"unreviewed"	"RNA transcription, translation and transport factor protein"	"RTRAF"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"196"
"A0A0D9RS20"	"A0A0D9RS20_CHLSB"	"unreviewed"	"Peptidylprolyl isomerase (EC 5.2.1.8)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"224"
"A0A0D9RR53"	"A0A0D9RR53_CHLSB"	"unreviewed"	"Glutamine--fructose-6-phosphate transaminase (isomerizing) (EC 2.6.1.16)"	"GFPT1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"681"
"A0A0D9RRW6"	"A0A0D9RRW6_CHLSB"	"unreviewed"	"Zinc finger protein 638"	"ZNF638"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1977"
"A0A0D9RTM8"	"A0A0D9RTM8_CHLSB"	"unreviewed"	"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)"	"SUCLG1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"395"
"A0A0D9RU47"	"A0A0D9RU47_CHLSB"	"unreviewed"	"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B"	"PPP2R2A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"447"
"A0A0D9RV86"	"A0A0D9RV86_CHLSB"	"unreviewed"	"Actin related protein 3"	"ACTR3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"418"
"A0A0D9RV89"	"A0A0D9RV89_CHLSB"	"unreviewed"	"MMtag domain-containing protein"	"C1orf35"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"261"
"A0A0D9RTV5"	"A0A0D9RTV5_CHLSB"	"unreviewed"	"RNA helicase (EC 3.6.4.13)"	"DHX30"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1169"
"A0A0D9RTN4"	"A0A0D9RTN4_CHLSB"	"unreviewed"	"F-box domain-containing protein"	"FBXW12"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"463"
"A0A0D9RU98"	"A0A0D9RU98_CHLSB"	"unreviewed"	"Capping actin protein, gelsolin like"	"CAPG"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"348"
"A0A0D9RU64"	"A0A0D9RU64_CHLSB"	"unreviewed"	"Endothelial differentiation related factor 1"	"EDF1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"148"
"A0A0D9RTH8"	"A0A0D9RTH8_CHLSB"	"unreviewed"	"RNA binding protein, mRNA processing factor"	"RBPMS"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"219"
"A0A0D9RUH9"	"A0A0D9RUH9_CHLSB"	"unreviewed"	"Phosphoenolpyruvate carboxykinase (GTP) (EC 4.1.1.32)"	"PCK2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"640"
"A0A0D9RTB5"	"A0A0D9RTB5_CHLSB"	"unreviewed"	"Glutamyl-tRNA synthetase (EC 6.1.1.15) (EC 6.1.1.17) (Prolyl-tRNA synthetase)"	"EPRS1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1519"
"A0A0D9RUX9"	"A0A0D9RUX9_CHLSB"	"unreviewed"	"Cell cycle and apoptosis regulator 2"	"CCAR2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"920"
"A0A0D9RSZ9"	"A0A0D9RSZ9_CHLSB"	"unreviewed"	"Leucine zipper-EF-hand-containing transmembrane protein 1 (Mitochondrial proton/calcium exchanger protein)"	"LETM1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"739"
"A0A0D9RSY3"	"A0A0D9RSY3_CHLSB"	"unreviewed"	"RNA helicase (EC 3.6.4.13)"	"DDX56"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"547"
"A0A0D9RT77"	"A0A0D9RT77_CHLSB"	"unreviewed"	"Proteasome subunit alpha type (EC 3.4.25.1)"	"PSMA7"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"248"
"A0A0D9RUU0"	"A0A0D9RUU0_CHLSB"	"unreviewed"	"DNA helicase (EC 3.6.4.12)"	"MCM6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"821"
"A0A0D9RTY2"	"A0A0D9RTY2_CHLSB"	"unreviewed"	"Pre-mRNA processing factor 40 homolog A"	"PRPF40A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"994"
"A0A0D9RT22"	"A0A0D9RT22_CHLSB"	"unreviewed"	"Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"166"
"A0A0D9RUB7"	"A0A0D9RUB7_CHLSB"	"unreviewed"	"Chaperonin containing TCP1 subunit 6A"	"CCT6A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"453"
"A0A0D9RUJ2"	"A0A0D9RUJ2_CHLSB"	"unreviewed"	"Uncharacterized protein"	"RBM23"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"442"
"A0A0D9RUJ5"	"A0A0D9RUJ5_CHLSB"	"unreviewed"	"Ubiquitin specific peptidase 39"	"USP39"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"565"
"A0A0D9RTV6"	"A0A0D9RTV6_CHLSB"	"unreviewed"	"CWC27 spliceosome associated cyclophilin"	"CWC27"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"473"
"A0A0D9RU19"	"A0A0D9RU19_CHLSB"	"unreviewed"	"14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (Protein histidine phosphatase)"	"PHPT1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"125"
"A0A0D9RT98"	"A0A0D9RT98_CHLSB"	"unreviewed"	"Uncharacterized protein"	"SCFD1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"641"
"A0A0D9RU84"	"A0A0D9RU84_CHLSB"	"unreviewed"	"SAP domain-containing protein"	"ACIN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1341"
"A0A0D9RTG7"	"A0A0D9RTG7_CHLSB"	"unreviewed"	"Uridine phosphorylase (EC 2.4.2.3)"	"UPP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"310"
"A0A0D9RV11"	"A0A0D9RV11_CHLSB"	"unreviewed"	"Mtr4 exosome RNA helicase"	"MTREX"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1043"
"A0A0D9RU93"	"A0A0D9RU93_CHLSB"	"unreviewed"	"Proteasome activator subunit 2"	"PSME2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"253"
"A0A0D9RV27"	"A0A0D9RV27_CHLSB"	"unreviewed"	"Sorbin and SH3 domain containing 3"	"SORBS3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"724"
"A0A0D9RT27"	"A0A0D9RT27_CHLSB"	"unreviewed"	"RNA binding motif single stranded interacting protein 1"	"RBMS1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"406"
"A0A0D9RUA5"	"A0A0D9RUA5_CHLSB"	"unreviewed"	"L-lactate dehydrogenase (EC 1.1.1.27)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"343"
"A0A0D9RV06"	"A0A0D9RV06_CHLSB"	"unreviewed"	"Elongation factor 1-alpha"	"EEF1A2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"463"
"A0A0D9RUA2"	"A0A0D9RUA2_CHLSB"	"unreviewed"	"OGFr_N domain-containing protein"	"OGFR"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"579"
"A0A0D9RT16"	"A0A0D9RT16_CHLSB"	"unreviewed"	"26S proteasome regulatory subunit RPN11"	"PSMD14"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"310"
"A0A0D9RTT6"	"A0A0D9RTT6_CHLSB"	"unreviewed"	"Peptidylprolyl isomerase domain and WD repeat containing 1"	"PPWD1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"646"
"A0A0D9RSY9"	"A0A0D9RSY9_CHLSB"	"unreviewed"	"Vps5 domain-containing protein"	"SNX6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"298"
"A0A0D9RTU4"	"A0A0D9RTU4_CHLSB"	"unreviewed"	"Microtubule-associated protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2263"
"A0A0D9RUF1"	"A0A0D9RUF1_CHLSB"	"unreviewed"	"S-adenosylmethionine synthase (EC 2.5.1.6)"	"MAT2A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"395"
"A0A0D9RV14"	"A0A0D9RV14_CHLSB"	"unreviewed"	"Ethylmalonyl-CoA decarboxylase 1"	"ECHDC1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"308"
"A0A0D9RTZ1"	"A0A0D9RTZ1_CHLSB"	"unreviewed"	"40S ribosomal protein S21"	"RPS21"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"83"
"A0A0D9RU31"	"A0A0D9RU31_CHLSB"	"unreviewed"	"Dihydropyrimidinase-related protein 2"	"DPYSL2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"572"
"A0A0D9RUY0"	"A0A0D9RUY0_CHLSB"	"unreviewed"	"Poly(ADP-ribose) polymerase 1"	"PARP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"709"
"A0A0D9RTZ2"	"A0A0D9RTZ2_CHLSB"	"unreviewed"	"rRNA adenine N(6)-methyltransferase (EC 2.1.1.-)"	"DIMT1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"313"
"A0A0D9RU51"	"A0A0D9RU51_CHLSB"	"unreviewed"	"Uncharacterized protein"	"LANCL2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"450"
"A0A0D9RUT2"	"A0A0D9RUT2_CHLSB"	"unreviewed"	"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase)"	"DARS1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"501"
"A0A0D9RUT7"	"A0A0D9RUT7_CHLSB"	"unreviewed"	"WD_REPEATS_REGION domain-containing protein"	"WDR1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"606"
"A0A0D9RUP5"	"A0A0D9RUP5_CHLSB"	"unreviewed"	"Pentatricopeptide repeat domain 3"	"PTCD3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"688"
"A0A0D9RUD1"	"A0A0D9RUD1_CHLSB"	"unreviewed"	"Calcium-activated neutral proteinase 2 (EC 3.4.22.53) (Calpain M-type) (Calpain-2 catalytic subunit) (Calpain-2 large subunit) (Millimolar-calpain)"	"CAPN2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"700"
"A0A0D9RU12"	"A0A0D9RU12_CHLSB"	"unreviewed"	"RRM domain-containing protein"	"PABPN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"306"
"A0A0D9RTC6"	"A0A0D9RTC6_CHLSB"	"unreviewed"	"Uncharacterized protein"	"BPNT1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"308"
"A0A0D9RXX8"	"A0A0D9RXX8_CHLSB"	"unreviewed"	"Programmed cell death 6"	"PDCD6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"136"
"A0A0D9RVB8"	"A0A0D9RVB8_CHLSB"	"unreviewed"	"Cytosol aminopeptidase (EC 3.4.11.1) (EC 3.4.11.5) (Leucine aminopeptidase 3) (Leucyl aminopeptidase) (Proline aminopeptidase) (Prolyl aminopeptidase)"	"LAP3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"519"
"A0A0D9RWG7"	"A0A0D9RWG7_CHLSB"	"unreviewed"	"60S ribosomal protein L14"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"209"
"A0A0D9RX61"	"A0A0D9RX61_CHLSB"	"unreviewed"	"Threonyl-tRNA synthetase (EC 6.1.1.3)"	"TARS1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"723"
"A0A0D9RXV5"	"A0A0D9RXV5_CHLSB"	"unreviewed"	"Pachytene checkpoint protein 2 homolog (Thyroid hormone receptor interactor 13) (Thyroid receptor-interacting protein 13)"	"TRIP13"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"432"
"A0A0D9RXN5"	"A0A0D9RXN5_CHLSB"	"unreviewed"	"NOL1/NOP2/Sun domain family member 2 (EC 2.1.1.203) (mRNA cytosine C(5)-methyltransferase) (tRNA cytosine C(5)-methyltransferase)"	"NSUN2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"767"
